zip_code,stab,complaint_volume,total_population,median_age,total_housing_units,avg_pct_broadband_25_3,avg_pct_broadband_100_20
78132,TX,22.0,40383,42.5,40383,1.1196,1.1196
78133,TX,9.0,21830,50.3,21830,2.5568,2.5568
78140,TX,1.0,3190,28.4,3190,3.0,3.0
78141,TX,0.0,908,53.6,908,3.0,3.0
78142,TX,0.0,31,81.2,31,2.3877,2.3877
78143,TX,0.0,177,45.7,177,0.0,0.0
78144,TX,0.0,0,,0,0.0,0.0
78145,TX,0.0,48,64.5,48,1.6929,1.6929
78146,TX,0.0,740,28.8,740,4.8387,4.8387
78147,TX,0.0,1646,30.7,1646,3.0,3.0
78148,TX,9.0,22630,33.2,22630,6.0794999999999995,6.0794999999999995
78150,TX,0.0,0,,0,0.021,0.021
78151,TX,0.0,1513,31.0,1513,3.0,3.0
78152,TX,4.0,3958,38.1,3958,2.7264,2.7264
78154,TX,6.0,40898,38.1,40898,5.891500000000001,5.891500000000001
78155,TX,14.0,53449,39.4,53449,9.544599999999999,9.544599999999999
78159,TX,2.0,604,37.1,604,3.0,3.0
78160,TX,5.0,4705,42.3,4705,3.0,3.0
78161,TX,0.0,602,32.5,602,0.0,0.0
78162,TX,0.0,240,38.6,240,3.0,3.0
78163,TX,3.0,17455,44.5,17455,2.4312,2.4312
78164,TX,1.0,3418,44.9,3418,3.0,3.0
78201,TX,19.0,43426,38.4,43426,2.8226,2.8226
78202,TX,2.0,9952,37.9,9952,0.032,0.032
78203,TX,3.0,4845,35.0,4845,0.0164,0.0164
78204,TX,9.0,11944,36.2,11944,0.0316,0.0316
78205,TX,5.0,1653,51.6,1653,0.0064,0.0064
78207,TX,22.0,54128,32.7,54128,0.144,0.144
78208,TX,1.0,3877,35.4,3877,0.0108,0.0108
78209,TX,18.0,43363,38.3,43363,6.083600000000001,6.083600000000001
78210,TX,14.0,34740,34.8,34740,0.092,0.092
78211,TX,7.0,30589,36.8,30589,0.0836,0.0836
78212,TX,17.0,26670,40.0,26670,3.0684,3.0684
78213,TX,10.0,41603,36.3,41603,3.2334,3.2334
78214,TX,12.0,21884,38.2,21884,0.0632,0.0632
78215,TX,1.0,3258,34.7,3258,0.01,0.01
78216,TX,21.0,42044,35.8,42044,0.2676,0.2676
78217,TX,15.0,33959,37.1,33959,0.0936,0.0936
78218,TX,12.0,38291,37.0,38291,0.1655,0.1655
78219,TX,5.0,16946,33.2,16946,3.0224,3.0224
78220,TX,5.0,18497,32.8,18497,0.0488,0.0488
78221,TX,11.0,41580,35.3,41580,0.1012,0.1012
78222,TX,6.0,25008,37.2,25008,0.068,0.068
78223,TX,21.0,57298,34.7,57298,0.1399,0.1399
78224,TX,7.0,20671,29.4,20671,0.0608,0.0608
78225,TX,6.0,13188,38.8,13188,0.0352,0.0352
78226,TX,1.0,6907,30.8,6907,0.02,0.02
78227,TX,14.0,44091,33.8,44091,0.1276,0.1276
78228,TX,14.0,55474,36.0,55474,0.1602,0.1602
78229,TX,15.0,35195,29.7,35195,0.0924,0.0924
78230,TX,22.0,42070,39.0,42070,0.7489,0.7489
78231,TX,7.0,9966,39.0,9966,1.83,1.83
78232,TX,10.0,36277,38.3,36277,6.0872,6.0872
78233,TX,26.0,47659,34.5,47659,2.9888,2.9888
78234,TX,6.0,6281,21.0,6281,0.0208,0.0208
78235,TX,1.0,2440,27.9,2440,0.0064,0.0064
78236,TX,2.0,7629,21.2,7629,0.0008,0.0008
78237,TX,8.0,36930,34.4,36930,0.1004,0.1004
78238,TX,8.0,26250,33.9,26250,1.9442000000000002,1.9442000000000002
78239,TX,10.0,29855,36.0,29855,2.9516999999999998,2.9516999999999998
78240,TX,26.0,57014,32.8,57014,1.2496,1.2496
78242,TX,11.0,35976,29.0,35976,0.0928,0.0928
78243,TX,0.0,251,21.0,251,0.0,0.0
78244,TX,14.0,37861,32.8,37861,0.0364,0.0364
78245,TX,75.0,91388,32.0,91388,0.0932,0.0932
78247,TX,17.0,51979,37.4,51979,0.142,0.142
78248,TX,6.0,14127,41.7,14127,0.0384,0.0384
78249,TX,29.0,61772,28.5,61772,0.7131,0.7131
78250,TX,15.0,57849,35.4,57849,0.1532,0.1532
78251,TX,13.0,61683,32.2,61683,0.162,0.162
78252,TX,9.0,18256,30.5,18256,0.1066,0.10516190475039999
78253,TX,42.0,67578,32.6,67578,0.0076,0.0076
78254,TX,35.0,78865,32.5,78865,0.4184,0.4184
78255,TX,2.0,18107,40.6,18107,4.4846,4.4846
78256,TX,5.0,12014,29.7,12014,1.0484,1.0484
78257,TX,3.0,10390,35.1,10390,0.032,0.032
78258,TX,13.0,51672,36.8,51672,0.8135999999999999,0.8135999999999999
78259,TX,2.0,26931,39.1,26931,0.0708,0.0708
78260,TX,19.0,37389,39.3,37389,3.33,3.33
78261,TX,7.0,27060,36.8,27060,0.0,0.0
78263,TX,6.0,4514,41.6,4514,4.0,4.0
78264,TX,1.0,11702,39.4,11702,0.002,0.002
78266,TX,2.0,7274,48.1,7274,4.004,4.004
78330,TX,0.0,429,38.9,429,3.0,3.0
78332,TX,1.0,27281,34.8,27281,29.426099999999998,29.426099999999998
78336,TX,7.0,12146,42.7,12146,10.0508,10.0508
78338,TX,0.0,0,,0,0.0,0.0
78339,TX,0.0,362,49.4,362,2.5167,2.5167
78340,TX,1.0,405,52.3,405,3.0,3.0
78341,TX,0.0,1518,28.7,1518,3.0,3.0
78342,TX,0.0,338,59.9,338,0.5739,0.5739
78343,TX,1.0,4565,42.3,4565,3.0,3.0
78344,TX,0.0,419,35.7,419,3.0,3.0
78347,TX,0.0,112,36.3,112,0.0,0.0
78349,TX,0.0,538,28.2,538,3.0,3.0
78351,TX,0.0,633,24.1,633,2.5103999999999997,2.5103999999999997
78352,TX,0.0,51,,51,1.5284999999999997,1.5284999999999997
78353,TX,0.0,481,46.1,481,3.0,3.0
78355,TX,1.0,6843,38.2,6843,13.0,13.0
78357,TX,0.0,2726,37.4,2726,3.0,3.0
78358,TX,0.0,633,73.3,633,2.2398000000000002,2.2398000000000002
78359,TX,1.0,2230,28.4,2230,4.0,4.0
78360,TX,0.0,33,,33,3.0,3.0
78361,TX,3.0,4764,24.8,4764,12.0,12.0
78362,TX,4.0,10929,38.3,10929,6.932,6.932
78363,TX,5.0,28820,28.7,28820,7.0,7.0
78368,TX,7.0,9474,40.1,9474,23.0,23.0
78369,TX,0.0,252,41.4,252,6.0,6.0
78370,TX,0.0,5155,36.2,5155,4.4715,4.4715
78371,TX,0.0,108,58.5,108,3.0,3.0
78372,TX,0.0,5066,37.5,5066,12.0,12.0
78373,TX,0.0,3314,56.6,3314,4.0047999999999995,4.0047999999999995
78374,TX,10.0,20152,35.6,20152,3.9952,3.9952
78375,TX,0.0,2827,28.0,2827,3.0,3.0
78376,TX,0.0,122,44.0,122,3.0,3.0
78377,TX,1.0,3376,41.4,3376,3.0,3.0
78379,TX,2.0,1800,49.4,1800,3.0,3.0
78380,TX,1.0,23752,42.0,23752,23.5951,23.5951
78382,TX,10.0,20043,49.7,20043,11.7402,11.7402
78383,TX,1.0,4306,44.0,4306,5.4123,5.4123
78384,TX,1.0,5656,35.4,5656,3.0,3.0
78385,TX,0.0,52,65.5,52,3.0,3.0
78387,TX,1.0,9604,35.4,9604,23.0,23.0
78389,TX,1.0,2036,33.2,2036,3.3543,3.3543
78390,TX,1.0,5620,37.1,5620,9.04,9.04
78391,TX,0.0,141,43.4,141,2.6457,2.6457
78393,TX,2.0,1932,42.4,1932,3.0,3.0
78401,TX,3.0,4668,47.5,4668,0.0592,0.0592
78402,TX,0.0,392,37.8,392,0.0076,0.0076
78404,TX,10.0,13607,45.9,13607,0.1932,0.1932
78405,TX,5.0,14442,36.6,14442,0.178,0.178
78406,TX,0.0,1934,37.3,1934,0.0144,0.0144
78407,TX,1.0,1937,39.6,1937,0.0208,0.0208
78408,TX,1.0,9631,38.7,9631,0.1388,0.1388
78409,TX,3.0,2504,34.9,2504,0.0324,0.0324
78410,TX,1.0,29121,33.3,29121,0.37,0.37
78411,TX,8.0,24061,39.7,24061,0.3292,0.3292
78412,TX,17.0,39728,30.2,39728,0.488,0.488
78413,TX,9.0,35103,37.9,35103,0.4724,0.4724
78414,TX,13.0,51435,34.1,51435,0.5912,0.5912
78415,TX,15.0,41869,33.5,41869,3.4291,3.4291
78416,TX,3.0,13116,40.3,13116,0.1776,0.1776
78417,TX,1.0,4462,38.8,4462,0.056,0.056
78418,TX,14.0,30201,43.2,30201,0.4,0.4
78419,TX,0.0,693,16.0,693,0.0056,0.0056
78501,TX,25.0,59095,36.8,59095,1.7108,1.7108
78503,TX,3.0,22566,32.1,22566,0.664,0.664
78504,TX,13.0,61816,32.5,61816,1.5644,1.5644
78516,TX,4.0,34960,30.3,34960,9.6686,9.6686
78520,TX,19.0,63337,31.6,63337,4.3268,4.3268
78521,TX,15.0,87860,31.5,87860,10.638,10.638
78526,TX,17.0,59719,29.2,59719,3.9752,3.9752
78535,TX,0.0,435,53.2,435,0.9056,0.9056
78536,TX,0.0,345,37.1,345,3.9573,3.9573
78537,TX,35.0,51346,25.8,51346,9.1955,9.1955
78538,TX,2.0,10740,34.2,10740,7.276,7.276
78539,TX,7.0,38162,34.8,38162,1.5036,1.5036
78540,TX,0.0,0,,0,0.0,0.0
78541,TX,11.0,49395,27.2,49395,3.3703,3.3703
78542,TX,14.0,86111,27.4,86111,25.7446,25.7446
78543,TX,0.0,8608,32.0,8608,5.7172,5.7172
78545,TX,0.0,490,46.0,490,19.8774,19.8774
78547,TX,0.0,398,22.3,398,6.0,6.0
78548,TX,0.0,1456,31.5,1456,3.0,3.0
78549,TX,0.0,876,29.7,876,6.0,6.0
78550,TX,11.0,54169,33.6,54169,6.8024,6.8024
78552,TX,17.0,41277,33.1,41277,16.4768,16.4768
78557,TX,2.0,14250,31.5,14250,4.0004,4.0004
78558,TX,0.0,905,32.5,905,0.4812,0.4812
78559,TX,5.0,12752,32.3,12752,22.6966,22.6966
78560,TX,1.0,4618,29.6,4618,6.9328,6.9328
78561,TX,0.0,1005,40.2,1005,2.4819,2.4819
78562,TX,0.0,3146,32.1,3146,4.6724,4.6724
78563,TX,0.0,62,60.8,62,0.22499999999999998,0.22499999999999998
78564,TX,0.0,51,24.8,51,6.0,6.0
78565,TX,0.0,63,,63,6.0216,6.0216
78566,TX,3.0,24927,34.1,24927,22.0372,22.0372
78567,TX,0.0,405,24.1,405,1.6191,1.6191
78569,TX,0.0,4079,40.5,4079,10.0813,10.0813
78570,TX,4.0,33596,27.5,33596,20.2744,20.2744
78572,TX,13.0,78197,38.2,78197,19.026699999999998,19.026699999999998
78573,TX,5.0,42874,28.7,42874,9.426400000000001,9.426400000000001
78574,TX,6.0,62852,28.9,62852,12.6297,12.6297
78575,TX,6.0,4728,40.5,4728,8.0176,8.0176
78576,TX,2.0,13902,20.8,13902,6.9992,6.9992
78577,TX,9.0,79903,29.5,79903,4.0798000000000005,4.0798000000000005
78578,TX,0.0,10231,48.2,10231,11.0,11.0
78579,TX,0.0,2548,35.4,2548,1.8964,1.8964
78580,TX,1.0,13568,31.7,13568,11.9306,11.9306
78582,TX,2.0,44883,28.6,44883,167.0124,167.0124
78583,TX,0.0,5472,46.3,5472,7.5258,7.5258
78584,TX,3.0,17823,29.8,17823,54.1102,54.1102
78585,TX,0.0,0,,0,0.0,0.0
78586,TX,6.0,49103,31.1,49103,40.0469,40.0469
78588,TX,0.0,246,41.5,246,1.0266,1.0266
78589,TX,2.0,39958,29.9,39958,7.2553,7.2553
78590,TX,0.0,449,31.3,449,2.5875000000000004,2.5875000000000004
78591,TX,0.0,163,48.8,163,4.0161,4.0161
78592,TX,0.0,600,50.2,600,3.1656,3.1656
78593,TX,1.0,5030,31.2,5030,9.9609,9.9609
78594,TX,0.0,1303,42.4,1303,3.7242,3.7242
78595,TX,0.0,5958,33.3,5958,2.9784,2.9784
78596,TX,13.0,38942,31.5,38942,16.963,16.963
78597,TX,4.0,2881,59.2,2881,4.0,4.0
78598,TX,0.0,157,66.5,157,3.0,3.0
78599,TX,9.0,35400,27.3,35400,8.7223,8.7223
78602,TX,47.0,35786,38.1,35786,10.8433,10.8433
78605,TX,5.0,7632,38.4,7632,3.0,3.0
78606,TX,3.0,6977,47.6,6977,3.0,3.0
78607,TX,0.0,228,48.5,228,0.0138,0.0138
78608,TX,0.0,454,45.1,454,3.0,3.0
78609,TX,1.0,1826,63.4,1826,2.8269,2.8269
78610,TX,46.0,46685,35.8,46685,14.82,14.82
78611,TX,5.0,14463,48.6,14463,4.1593,4.1593
78612,TX,11.0,19830,30.5,19830,6.7998,6.797610219
78613,TX,40.0,89162,37.3,89162,3.9096,3.9096
78614,TX,0.0,324,60.3,324,0.0,0.0
78615,TX,1.0,1540,32.4,1540,2.9169,2.9169
78616,TX,6.0,10008,32.2,10008,1.2045000000000001,1.2045000000000001
78617,TX,10.0,28932,36.4,28932,2.1785,2.1785
78618,TX,0.0,292,63.4,292,0.0,0.0
78619,TX,2.0,6896,44.4,6896,3.0836,3.0836
78620,TX,15.0,20624,42.7,20624,3.6404,3.6404
78621,TX,28.0,27860,39.2,27860,5.4205,5.412587077987
78622,TX,0.0,353,40.3,353,0.0,0.0
78623,TX,0.0,1575,59.7,1575,0.118,0.118
78624,TX,7.0,23610,51.1,23610,4.2661,4.2661
78626,TX,77.0,45020,33.8,45020,3.409,3.409
78628,TX,123.0,44821,41.5,44821,5.3528,5.3528
78629,TX,5.0,12380,36.6,12380,4.0,4.0
78631,TX,2.0,3357,42.1,3357,3.0,3.0
78632,TX,0.0,1391,42.5,1391,3.0,3.0
78633,TX,70.0,28877,67.9,28877,1.1012,1.1012
78634,TX,23.0,43466,35.6,43466,4.0024,4.0024
78635,TX,0.0,83,42.0,83,0.0,0.0
78636,TX,2.0,3842,52.7,3842,3.1188,3.1188
78638,TX,1.0,2064,43.9,2064,3.3108,3.3108
78639,TX,7.0,8517,52.5,8517,4.0,4.0
78640,TX,118.0,71460,33.3,71460,10.2282,10.2282
78641,TX,110.0,93399,36.7,93399,7.792,7.792
78642,TX,58.0,24146,36.8,24146,7.5196000000000005,7.5196000000000005
78643,TX,4.0,6837,54.0,6837,6.0,6.0
78644,TX,7.0,20599,38.6,20599,4.0159,4.0159
78645,TX,12.0,15042,51.6,15042,10.7292,10.7292
78648,TX,5.0,8022,48.7,8022,4.0,4.0
78650,TX,0.0,2679,41.0,2679,3.0,3.0
78652,TX,2.0,5012,41.9,5012,3.4964,3.4964
78653,TX,14.0,35417,31.8,35417,5.5847,5.575758988013
78654,TX,14.0,19946,43.1,19946,15.0,15.0
78655,TX,0.0,3687,46.6,3687,5.5234000000000005,5.5234000000000005
78656,TX,18.0,2953,32.6,2953,0.0012,0.0012
78657,TX,5.0,7061,59.8,7061,8.0,8.0
78658,TX,0.0,70,64.2,70,0.0,0.0
78659,TX,8.0,2898,47.0,2898,4.2379999999999995,4.2379999999999995
78660,TX,123.0,118437,35.6,118437,3.6632,3.6632
78661,TX,0.0,658,27.7,658,0.0,0.0
78662,TX,1.0,3147,44.2,3147,3.0693,3.0693
78663,TX,0.0,607,59.8,607,2.8812,2.8812
78664,TX,29.0,62272,34.8,62272,1.9584,1.9584
78665,TX,37.0,64087,36.1,64087,1.274,1.274
78666,TX,92.0,87775,27.0,87775,8.0096,8.0095973695748
78669,TX,5.0,11980,46.2,11980,3.002,3.002
78670,TX,0.0,178,40.4,178,1.1658,1.1658
78671,TX,0.0,399,60.2,399,2.7339,2.7339
78672,TX,0.0,679,71.2,679,6.0,6.0
78674,TX,0.0,195,37.6,195,1.2318,1.2318
78675,TX,0.0,158,60.3,158,0.0,0.0
78676,TX,10.0,15896,48.7,15896,5.9988,5.9922265674252
78677,TX,0.0,49,63.7,49,0.0,0.0
78681,TX,14.0,58531,39.0,58531,3.7252,3.7252
78701,TX,13.0,11114,41.5,11114,0.0484,0.0484
78702,TX,14.0,26495,35.3,26495,0.1076,0.1076
78703,TX,14.0,22484,40.9,22484,0.0924,0.0924
78704,TX,17.0,50479,34.2,50479,0.2044,0.2044
78705,TX,12.0,32937,21.1,32937,0.152,0.152
78712,TX,0.0,206,21.3,206,0.0016,0.0016
78717,TX,12.0,36085,36.3,36085,1.476,1.476
78719,TX,0.0,1556,43.7,1556,0.0,0.0
78721,TX,12.0,10728,34.1,10728,0.0472,0.0472
78722,TX,7.0,6576,36.3,6576,0.0276,0.0276
78723,TX,19.0,36307,35.5,36307,0.1436,0.1436
78724,TX,8.0,29326,32.2,29326,1.6152000000000002,1.6152000000000002
78725,TX,3.0,10810,35.9,10810,2.4628,2.4628
78726,TX,5.0,14117,36.7,14117,0.076,0.076
78727,TX,14.0,30894,35.0,30894,0.124,0.124
78728,TX,22.0,26776,33.9,26776,3.0388,3.0388
78729,TX,13.0,30440,35.1,30440,0.07,0.07
78730,TX,5.0,9669,42.4,9669,0.038,0.038
78731,TX,22.0,27136,41.7,27136,0.1132,0.1132
78732,TX,3.0,20646,37.7,20646,3.0088,3.0088
78733,TX,1.0,9339,43.7,9339,0.0024,0.0024
78734,TX,6.0,22091,50.8,22091,6.554399999999999,6.554399999999999
78735,TX,7.0,20112,37.7,20112,3.2287999999999997,3.2287999999999997
78736,TX,7.0,9849,42.3,9849,0.0288,0.0288
78737,TX,9.0,26413,39.0,26413,6.276,6.276
78738,TX,12.0,28790,43.4,28790,8.4388,8.4388
78739,TX,7.0,20850,40.2,20850,1.8899,1.8899
78741,TX,23.0,45274,30.1,45274,0.2052,0.2052
78742,TX,0.0,638,46.3,638,0.0036,0.0036
78744,TX,19.0,51069,32.8,51069,0.2024,0.2024
78745,TX,28.0,61122,37.7,61122,3.0911999999999997,3.0911999999999997
78746,TX,23.0,28268,42.4,28268,9.0732,9.0732
78747,TX,13.0,21757,34.9,21757,0.8043,0.8043
78748,TX,25.0,54942,36.5,54942,3.9089,3.9089
78749,TX,7.0,34939,41.7,34939,0.1464,0.1464
78750,TX,16.0,29322,40.4,29322,0.1188,0.1188
78751,TX,17.0,16027,31.1,16027,0.0708,0.0708
78752,TX,30.0,22261,31.6,22261,0.0804,0.0804
78753,TX,30.0,58449,32.6,58449,0.234,0.234
78754,TX,11.0,31410,34.2,31410,0.0884,0.0884
78756,TX,8.0,9844,36.1,9844,0.0352,0.0352
78757,TX,10.0,24327,38.5,24327,0.0992,0.0992
78758,TX,27.0,50592,32.3,50592,0.2072,0.2072
78759,TX,29.0,44882,38.3,44882,0.1756,0.1756
78801,TX,5.0,21487,32.9,21487,7.0,7.0
78827,TX,0.0,749,47.3,749,3.0,3.0
78828,TX,0.0,27,34.9,27,2.6703,2.6703
78829,TX,0.0,1033,26.4,1033,3.0,3.0
78830,TX,0.0,471,39.3,471,3.0,3.0
78832,TX,2.0,3140,50.4,3140,9.0,9.0
78833,TX,1.0,1173,51.6,1173,3.3297,3.3297
78834,TX,0.0,7204,34.9,7204,10.0,10.0
78836,TX,0.0,83,42.9,83,3.0,3.0
78837,TX,0.0,137,65.6,137,0.0,0.0
78838,TX,1.0,124,70.7,124,0.0,0.0
78839,TX,0.0,7333,33.5,7333,15.0,15.0
78840,TX,11.0,47053,32.4,47053,22.6988,22.6988
78841,TX,0.0,0,,0,0.0,0.0
78843,TX,0.0,383,23.1,383,0.3012,0.3012
78850,TX,0.0,935,34.7,935,2.1897,2.1897
78851,TX,1.0,47,,47,0.0,0.0
78852,TX,5.0,56933,29.9,56933,36.0,36.0
78860,TX,0.0,0,,0,3.0,3.0
78861,TX,4.0,13715,39.1,13715,4.8103,4.8103
78870,TX,0.0,1225,39.8,1225,3.0,3.0
78871,TX,0.0,33,42.3,33,0.0,0.0
78872,TX,0.0,1166,27.7,1166,3.0,3.0
78873,TX,3.0,1498,57.5,1498,3.0,3.0
78877,TX,0.0,837,49.7,837,6.0,6.0
78879,TX,0.0,171,37.4,171,0.0,0.0
78880,TX,0.0,1164,44.7,1164,3.0,3.0
78881,TX,0.0,1288,53.1,1288,3.0,3.0
78883,TX,0.0,184,75.7,184,0.0,0.0
78884,TX,0.0,1033,41.2,1033,3.0,3.0
78885,TX,0.0,49,69.1,49,0.0,0.0
78886,TX,0.0,499,36.7,499,3.0,3.0
78931,TX,0.0,204,44.6,204,0.0,0.0
78932,TX,0.0,501,61.2,501,3.0,3.0
78933,TX,1.0,1211,45.2,1211,0.0,0.0
78934,TX,3.0,6833,43.9,6833,4.2228,4.2228
78935,TX,0.0,650,64.0,650,0.0,0.0
78938,TX,0.0,245,38.5,245,0.0,0.0
78940,TX,0.0,2284,56.1,2284,3.0,3.0
78941,TX,0.0,3334,42.5,3334,3.0,3.0
78942,TX,2.0,9858,39.7,9858,3.0,3.0
78943,TX,1.0,230,49.9,230,1.7772000000000001,1.7772000000000001
78944,TX,0.0,672,58.3,672,3.0,3.0
78945,TX,4.0,10459,49.7,10459,5.1475,5.1475
78946,TX,1.0,760,52.8,760,0.0,0.0
78947,TX,1.0,5110,41.1,5110,3.0,3.0
78948,TX,0.0,599,47.7,599,0.0,0.0
78949,TX,1.0,628,50.2,628,0.0,0.0
78950,TX,1.0,2244,52.4,2244,3.0,3.0
78951,TX,0.0,0,,0,0.0,0.0
78953,TX,0.0,958,53.3,958,0.8127,0.8127
78954,TX,0.0,1378,56.6,1378,3.0,3.0
78956,TX,1.0,5494,42.8,5494,3.0,3.0
78957,TX,7.0,10282,40.0,10282,5.118,5.118
78959,TX,1.0,1401,51.1,1401,3.0,3.0
78962,TX,0.0,5245,46.1,5245,3.0,3.0
78963,TX,0.0,470,61.8,470,1.8525,1.8525
79001,TX,0.0,181,50.0,181,3.0,3.0
79002,TX,0.0,16,,16,3.0,3.0
79003,TX,0.0,118,32.0,118,3.0,3.0
79005,TX,0.0,1519,36.9,1519,3.0,3.0
79007,TX,1.0,13927,37.1,13927,4.0,4.0
79009,TX,0.0,1795,37.4,1795,3.0,3.0
79010,TX,0.0,569,16.4,569,3.0,3.0
79011,TX,0.0,208,51.5,208,0.0,0.0
79012,TX,0.0,0,,0,0.0,0.0
79013,TX,0.0,3022,29.8,3022,2.9391,2.9391
79014,TX,0.0,3252,41.2,3252,6.0,6.0
79015,TX,17.0,23217,34.6,23217,6.0424,6.0424
79016,TX,0.0,598,19.5,598,0.18,0.18
79018,TX,0.0,405,48.8,405,3.0,3.0
79019,TX,1.0,1745,44.0,1745,6.0,6.0
79021,TX,0.0,55,41.8,55,0.0,0.0
79022,TX,2.0,10764,36.3,10764,4.0,4.0
79024,TX,0.0,351,40.2,351,3.0,3.0
79025,TX,0.0,0,,0,0.0,0.0
79027,TX,0.0,4789,30.6,4789,3.0,3.0
79029,TX,3.0,15095,29.5,15095,4.0609,4.0609
79031,TX,0.0,1213,40.8,1213,3.0,3.0
79032,TX,0.0,220,26.5,220,3.0,3.0
79033,TX,0.0,14,,14,3.0,3.0
79034,TX,0.0,468,46.4,468,3.0,3.0
79035,TX,1.0,5356,38.4,5356,3.0,3.0
79036,TX,2.0,4957,39.4,4957,6.0,6.0
79039,TX,0.0,686,43.3,686,3.0,3.0
79040,TX,0.0,2076,33.6,2076,3.0,3.0
79041,TX,0.0,2511,51.8,2511,3.0,3.0
79042,TX,0.0,1181,28.9,1181,3.0,3.0
79043,TX,0.0,1511,35.8,1511,3.0,3.0
79044,TX,0.0,644,45.1,644,3.0,3.0
79045,TX,2.0,18441,31.2,18441,4.0,4.0
79046,TX,0.0,545,37.1,545,3.0,3.0
79051,TX,0.0,3,,3,0.0,0.0
79052,TX,0.0,1064,34.7,1064,3.0,3.0
79053,TX,0.0,89,27.1,89,0.0,0.0
79054,TX,0.0,507,37.3,507,3.0,3.0
79056,TX,0.0,99,32.8,99,3.0,3.0
79057,TX,0.0,1075,38.7,1075,3.0,3.0
79058,TX,0.0,0,,0,0.0,0.0
79059,TX,0.0,669,37.9,669,3.0,3.0
79061,TX,0.0,282,54.6,282,3.0,3.0
79062,TX,0.0,367,23.5,367,3.0,3.0
79063,TX,0.0,594,51.2,594,3.0,3.0
79064,TX,1.0,2191,43.5,2191,3.0,3.0
79065,TX,4.0,19569,36.9,19569,4.0,4.0
79066,TX,0.0,11,,11,0.0,0.0
79068,TX,2.0,3124,45.2,3124,3.0,3.0
79070,TX,0.0,9655,33.0,9655,4.0,4.0
79072,TX,7.0,25596,32.0,25596,8.0,8.0
79073,TX,0.0,0,,0,0.0,0.0
79078,TX,0.0,153,52.9,153,3.0,3.0
79079,TX,0.0,2406,40.3,2406,6.0,6.0
79080,TX,0.0,498,40.2,498,3.0,3.0
79081,TX,0.0,3224,40.4,3224,3.0,3.0
79082,TX,0.0,401,35.6,401,3.0,3.0
79083,TX,0.0,1776,41.2,1776,3.0,3.0
79084,TX,1.0,1425,38.2,1425,3.0,3.0
79085,TX,0.0,0,,0,3.0,3.0
79086,TX,0.0,3433,35.5,3433,5.5929,5.5929
79087,TX,0.0,776,37.0,776,3.0,3.0
79088,TX,4.0,5315,37.2,5315,3.0,3.0
79091,TX,0.0,0,,0,2.3658,2.3658
79092,TX,0.0,1187,40.0,1187,3.0,3.0
79093,TX,0.0,114,53.3,114,3.0,3.0
79094,TX,0.0,9,73.8,9,0.0,0.0
79095,TX,1.0,2569,37.5,2569,3.0,3.0
79096,TX,4.0,2022,40.2,2022,3.0,3.0
79097,TX,0.0,1319,35.9,1319,3.0,3.0
79098,TX,0.0,535,53.8,535,3.0,3.0
79101,TX,1.0,2458,45.6,2458,0.046,0.046
79102,TX,4.0,8822,38.9,8822,0.1848,0.1848
79103,TX,8.0,11591,28.7,11591,0.2104,0.2104
79104,TX,4.0,7236,32.7,7236,0.1432,0.1432
79106,TX,20.0,27900,35.5,27900,0.5528,0.5528
79107,TX,9.0,36425,33.0,36425,0.6404,0.6404
79108,TX,17.0,10979,40.1,10979,0.1188,0.1188
79109,TX,32.0,42410,38.1,42410,0.8484,0.8484
79110,TX,10.0,18514,32.2,18514,0.3636,0.3636
79111,TX,3.0,1537,28.0,1537,0.032,0.032
79118,TX,15.0,27412,37.0,27412,10.707,10.707
79119,TX,17.0,23202,37.0,23202,0.7885,0.7885
79121,TX,2.0,5879,45.8,5879,0.1316,0.1316
79124,TX,8.0,11800,41.9,11800,5.6447,5.6447
79201,TX,2.0,6817,33.9,6817,4.0,4.0
79220,TX,0.0,221,36.7,221,0.0,0.0
79223,TX,0.0,119,40.6,119,0.0,0.0
79225,TX,0.0,922,30.9,922,3.0,3.0
79226,TX,3.0,2873,43.1,2873,6.8235,6.8235
79227,TX,0.0,1155,51.0,1155,3.0,3.0
79229,TX,0.0,284,54.5,284,3.0,3.0
79230,TX,0.0,34,50.5,34,3.0,3.0
79231,TX,0.0,29,,29,0.0,0.0
79233,TX,0.0,65,40.5,65,3.0,3.0
79234,TX,0.0,119,40.6,119,0.0,0.0
79235,TX,0.0,3111,34.5,3111,3.0,3.0
79236,TX,0.0,179,39.8,179,3.0,3.0
79237,TX,0.0,470,58.9,470,3.0,3.0
79239,TX,0.0,100,74.7,100,3.0,3.0
79240,TX,0.0,86,14.5,86,2.1765,2.1765
79241,TX,1.0,2088,48.5,2088,3.0,3.0
79243,TX,0.0,24,60.6,24,0.0,0.0
79244,TX,0.0,777,44.6,777,3.0,3.0
79245,TX,2.0,2291,44.0,2291,3.0,3.0
79247,TX,2.0,29,44.7,29,0.0,0.0
79248,TX,0.0,1124,44.2,1124,3.0,3.0
79250,TX,2.0,1089,48.9,1089,3.0,3.0
79251,TX,0.0,29,64.5,29,3.0,3.0
79252,TX,2.0,2642,49.5,2642,3.0,3.0
79255,TX,0.0,448,54.5,448,3.0,3.0
79256,TX,0.0,342,57.6,342,3.0,3.0
79257,TX,0.0,727,53.1,727,3.0,3.0
79258,TX,0.0,8,,8,0.0,0.0
79259,TX,0.0,25,,25,0.0,0.0
